CustomerID,Age,Gender,City,SubscriptionType,MonthlySpending,Tenure,NumberOfPurchases,SupportRequests,LoginFrequency,LastActivityDays,SatisfactionScore,Churn
CUST0657,50,Male,Quetta,Premium,2058.0,10,44,7,24,39,9.0,No
CUST0658,67,Female,Islamabad,Basic,4728.0,53,87,2,7,58,1.0,Yes
CUST0659,42,Male,Lahore,Standard,860.0,60,88,9,28,42,2.0,Yes
CUST0660,47,Male,Karachi,Premium,5898.0,50,96,4,1,39,10.0,No
CUST0661,58,Male,Multan,Basic,2847.0,13,36,8,11,85,8.0,No
CUST0662,25,Female,Islamabad,Basic,1437.0,18,2,9,18,13,9.0,No
CUST0663,31,Female,Multan,Standard,6270.0,10,37,9,8,9,3.0,No
CUST0664,37,Female,Quetta,Basic,737.0,9,61,10,2,49,2.0,Yes
CUST0665,21,Male,Peshawar,Standard,6272.0,12,77,9,21,78,8.0,No
CUST0666,40,Female,Multan,Basic,6712.0,46,86,8,3,72,8.0,Yes
CUST0667,26,Male,Quetta,Basic,3042.0,30,88,10,23,60,8.0,No
CUST0668,32,Male,Islamabad,Premium,7978.0,17,47,6,6,41,6.0,No
CUST0669,47,Female,Lahore,Basic,1424.0,31,45,7,15,36,3.0,Yes
CUST0670,67,Female,Islamabad,Premium,3823.0,7,92,1,11,83,9.0,No
CUST0671,22,Female,Quetta,Standard,3886.0,38,31,9,8,20,9.0,No
CUST0672,48,Female,Karachi,Standard,7167.0,14,89,9,14,72,7.0,No
CUST0673,68,Female,Rawalpindi,Basic,5985.0,43,10,9,27,14,8.0,No
CUST0674,55,Female,Multan,Premium,7234.0,7,57,2,10,8,7.0,No
CUST0675,56,Male,Peshawar,Standard,,32,85,0,3,17,4.0,No
CUST0676,55,Male,Islamabad,Premium,4210.0,10,69,4,13,73,10.0,No
CUST0677,46,Male,Rawalpindi,Premium,3093.0,57,39,9,26,55,5.0,No
CUST0678,63,Female,Karachi,Premium,5509.0,1,66,6,28,37,3.0,Yes
CUST0679,21,Female,Lahore,Basic,5087.0,46,46,1,28,3,5.0,No
CUST0680,33,Female,Peshawar,Premium,6330.0,21,49,6,13,69,7.0,No
CUST0681,31,Male,Quetta,Basic,5050.0,13,50,5,27,19,7.0,No
CUST0682,36,Male,Islamabad,Basic,5811.0,5,3,2,24,84,8.0,No
CUST0683,45,Male,Karachi,Basic,7102.0,42,54,7,29,54,10.0,No
CUST0684,57,Male,Quetta,Premium,5022.0,28,58,6,12,23,4.0,No
CUST0685,45,Male,Quetta,Premium,6333.0,16,65,4,14,73,9.0,No
CUST0686,41,Male,Lahore,Premium,6274.0,31,48,1,19,88,8.0,No
CUST0687,23,Male,Faisalabad,Standard,1140.0,34,67,9,3,60,4.0,Yes
CUST0688,58,Male,Faisalabad,Premium,7902.0,4,44,8,25,60,1.0,Yes
CUST0689,47,Female,Multan,Standard,7039.0,23,38,4,6,88,1.0,No
CUST0690,56,Female,Faisalabad,Basic,4376.0,41,75,2,19,84,1.0,Yes
CUST0691,36,Male,Faisalabad,Standard,1538.0,6,65,1,28,32,5.0,No
CUST0692,26,Female,Faisalabad,Standard,6573.0,1,15,9,6,19,10.0,No
CUST0693,60,Female,Multan,Basic,6910.0,17,90,3,16,67,3.0,No
CUST0694,20,Female,Karachi,Basic,7231.0,39,20,7,25,49,7.0,No
CUST0695,33,Female,Islamabad,Basic,6515.0,37,45,0,21,14,5.0,No
CUST0696,21,Male,Quetta,Standard,2968.0,31,61,8,8,87,7.0,No
CUST0697,63,Female,Quetta,Standard,4845.0,10,56,0,10,48,8.0,No
CUST0698,61,Female,Lahore,Basic,4852.0,59,82,5,28,78,7.0,No
CUST0699,59,Female,Multan,Standard,7072.0,18,13,4,21,50,10.0,No
CUST0700,47,Male,Rawalpindi,Premium,6051.0,22,89,2,11,1,9.0,No
CUST0701,61,Male,Karachi,Basic,1300.0,27,68,1,22,44,8.0,No
CUST0702,32,Female,Faisalabad,Basic,694.0,3,80,1,2,84,10.0,Yes
CUST0703,31,Male,Karachi,Basic,5453.0,55,17,6,22,23,10.0,No
CUST0704,25,Male,Faisalabad,Standard,5910.0,30,10,10,15,54,5.0,No
CUST0705,62,Female,Faisalabad,Basic,1106.0,50,36,0,13,42,7.0,No
CUST0706,21,Female,Faisalabad,Basic,1068.0,29,63,3,20,22,7.0,No
CUST0707,59,Female,Karachi,Basic,6797.0,35,56,3,20,56,2.0,No
CUST0708,63,Female,Karachi,Basic,1076.0,5,74,4,25,2,8.0,No
CUST0709,49,Male,Lahore,Basic,3698.0,43,35,2,23,50,6.0,No
CUST0710,54,Male,Quetta,Standard,3808.0,28,94,1,18,0,4.0,No
CUST0711,42,Female,Karachi,Premium,3440.0,35,43,10,10,7,7.0,No
CUST0712,58,Male,Multan,Premium,3285.0,55,11,7,25,82,5.0,No
CUST0713,30,Male,Lahore,Standard,2064.0,43,39,6,29,80,2.0,Yes
CUST0714,62,Female,Quetta,Basic,5683.0,57,57,3,5,24,1.0,No
CUST0715,19,Male,Quetta,Standard,6994.0,5,70,10,10,68,8.0,No
CUST0716,69,Female,Lahore,Basic,959.0,22,44,0,13,27,2.0,No
CUST0717,69,Female,Islamabad,Premium,2408.0,38,10,0,24,62,3.0,Yes
CUST0718,59,Male,Quetta,Premium,2488.0,3,90,10,5,22,1.0,Yes
CUST0719,58,Male,Faisalabad,Basic,5507.0,30,22,9,3,14,2.0,Yes
CUST0720,49,Male,Karachi,Basic,3263.0,28,95,10,13,15,6.0,No
CUST0721,61,Male,Multan,Basic,873.0,49,76,2,11,15,2.0,No
CUST0722,35,Male,Peshawar,Basic,3530.0,45,71,2,15,74,4.0,Yes
CUST0723,20,Male,Karachi,Premium,3581.0,40,100,2,1,10,8.0,No
CUST0724,18,Male,Islamabad,Basic,5839.0,46,76,4,14,88,8.0,No
CUST0725,26,Male,Islamabad,Premium,4785.0,18,58,6,8,78,3.0,Yes
CUST0726,62,Male,Islamabad,Premium,5513.0,32,12,10,27,44,5.0,No
CUST0727,44,Male,Rawalpindi,Basic,4843.0,8,13,9,12,64,9.0,No
CUST0728,32,Female,Rawalpindi,Standard,2086.0,4,15,2,22,63,8.0,No
CUST0729,29,Male,Lahore,Basic,3483.0,42,37,3,14,42,5.0,No
CUST0730,57,Female,Lahore,Basic,929.0,48,69,2,6,62,1.0,Yes
CUST0731,50,Male,Karachi,Basic,4143.0,47,76,9,11,25,7.0,No
CUST0732,65,Female,Rawalpindi,Basic,2365.0,21,13,3,24,25,7.0,No
CUST0733,42,Male,Karachi,Standard,4468.0,38,7,6,5,78,4.0,Yes
CUST0734,47,Male,Peshawar,Standard,4249.0,9,93,3,21,34,6.0,No
CUST0735,30,Female,Islamabad,Basic,5158.0,45,8,4,5,59,2.0,Yes
CUST0736,47,Female,Islamabad,Standard,7761.0,15,38,9,6,21,10.0,No
CUST0737,54,Male,Karachi,Standard,4774.0,55,63,3,19,59,8.0,No
CUST0738,35,Male,Peshawar,Premium,2520.0,56,32,5,14,28,10.0,No
CUST0739,55,Male,Lahore,Standard,828.0,3,61,8,2,67,7.0,Yes
CUST0740,43,Female,Karachi,Standard,2470.0,32,11,8,25,88,1.0,Yes
CUST0741,64,Female,Rawalpindi,Basic,2923.0,23,31,10,3,61,1.0,Yes
CUST0742,60,Female,Islamabad,Premium,7528.0,30,74,9,1,59,8.0,Yes
CUST0743,67,Male,Peshawar,Basic,7639.0,51,48,10,15,80,1.0,Yes
CUST0744,22,Female,Multan,Premium,2929.0,3,55,4,23,69,10.0,No
CUST0745,54,Male,Karachi,Premium,3250.0,57,95,0,17,6,6.0,No
CUST0746,25,Female,Multan,Standard,834.0,40,47,5,6,90,9.0,No
CUST0747,22,Male,Islamabad,Standard,,16,15,10,16,89,10.0,No
CUST0748,31,Male,Multan,Standard,2690.0,58,65,10,14,6,5.0,No
CUST0749,22,Female,Multan,Standard,4607.0,32,68,1,16,86,9.0,No
CUST0750,70,Female,Quetta,Premium,7052.0,24,87,1,7,11,8.0,No
CUST0751,23,Female,Islamabad,Standard,1395.0,5,22,4,4,63,3.0,Yes
CUST0752,27,Male,Lahore,Standard,6090.0,27,70,2,16,53,,No
CUST0753,46,Male,Faisalabad,Basic,680.0,5,30,8,21,52,6.0,Yes
CUST0754,55,Female,Multan,Standard,5954.0,38,90,8,27,56,9.0,No
CUST0755,47,Female,Islamabad,Standard,6965.0,11,34,3,16,36,,No
CUST0756,67,Male,Islamabad,Standard,4234.0,19,22,9,30,68,3.0,Yes
CUST0757,36,Male,Islamabad,Premium,7911.0,45,86,2,6,14,4.0,No
CUST0758,20,Female,Islamabad,Standard,3528.0,17,24,3,18,85,1.0,Yes
CUST0759,38,Female,Islamabad,Standard,4922.0,29,21,8,10,3,2.0,Yes
CUST0760,43,Female,Islamabad,Standard,3123.0,60,20,0,24,64,9.0,No
CUST0761,39,Female,Quetta,Standard,5199.0,49,86,2,26,56,10.0,No
CUST0762,39,Male,Quetta,Basic,6054.0,9,71,1,10,51,1.0,No
CUST0763,57,Male,Quetta,Standard,3173.0,6,8,9,21,74,4.0,Yes
CUST0764,51,Male,Faisalabad,Basic,1184.0,2,69,7,22,65,2.0,Yes
CUST0765,43,Male,Quetta,Standard,5456.0,39,66,0,30,50,6.0,No
CUST0766,27,Female,Multan,Standard,599.0,24,37,5,12,57,5.0,No
CUST0767,53,Male,Rawalpindi,Premium,4139.0,57,95,6,26,36,8.0,No
CUST0768,28,Female,Peshawar,Basic,5310.0,54,77,1,5,38,4.0,Yes
CUST0769,48,Female,Karachi,Premium,3578.0,49,12,0,14,53,5.0,No
CUST0770,29,Female,Islamabad,Basic,7318.0,12,49,4,18,5,8.0,No
CUST0771,70,Female,Faisalabad,Standard,6560.0,36,60,3,1,19,1.0,No
CUST0772,34,Female,Quetta,Basic,5955.0,42,37,6,6,88,8.0,No
CUST0773,59,Male,Lahore,Basic,2770.0,49,64,1,20,74,6.0,No
CUST0774,48,Female,Faisalabad,Premium,4399.0,44,89,1,12,73,9.0,No
CUST0775,19,Female,Islamabad,Premium,1697.0,4,41,7,29,45,3.0,Yes
CUST0776,28,Male,Faisalabad,Standard,5712.0,27,46,0,10,67,5.0,No
CUST0777,58,Male,Rawalpindi,Premium,6764.0,12,13,9,25,69,3.0,Yes
CUST0778,38,Female,Faisalabad,Standard,6217.0,44,89,5,4,74,9.0,No
CUST0779,40,Male,Lahore,Basic,2805.0,34,48,7,14,20,6.0,No
CUST0780,24,Male,Islamabad,Premium,7312.0,15,25,8,20,68,9.0,No
CUST0781,63,Male,Peshawar,Standard,1125.0,59,15,2,30,61,1.0,Yes
CUST0782,40,Female,Multan,Basic,4120.0,53,77,8,25,22,6.0,No
CUST0783,63,Female,Lahore,Premium,1471.0,53,29,2,28,88,3.0,Yes
CUST0784,32,Female,Islamabad,Basic,1143.0,9,55,1,3,61,1.0,Yes
CUST0785,66,Female,Lahore,Basic,768.0,7,85,8,19,60,1.0,Yes
CUST0786,25,Female,Lahore,Basic,5968.0,20,2,1,26,77,2.0,No
CUST0787,31,Male,Islamabad,Premium,739.0,23,12,2,28,74,5.0,No
CUST0788,40,Female,Islamabad,Premium,6468.0,50,79,3,17,8,10.0,No
CUST0789,24,Male,Rawalpindi,Premium,2808.0,13,22,8,1,27,2.0,Yes
CUST0790,50,Female,Multan,Premium,2016.0,38,57,10,4,45,3.0,Yes
CUST0791,42,Female,Rawalpindi,Premium,3838.0,15,15,5,4,14,8.0,No
CUST0792,51,Male,Quetta,Standard,2861.0,46,72,0,3,63,6.0,No
CUST0793,25,Female,Faisalabad,Standard,,39,40,10,27,28,8.0,No
CUST0794,53,Female,Faisalabad,Standard,7518.0,13,9,7,22,22,6.0,No
CUST0795,18,Female,Karachi,Standard,4781.0,29,85,10,3,18,2.0,Yes
CUST0796,43,Female,Karachi,Premium,7810.0,60,22,1,12,43,4.0,No
CUST0797,30,Female,Karachi,Basic,3979.0,54,93,7,9,75,10.0,No
CUST0798,35,Female,Multan,Standard,5441.0,43,52,7,17,18,5.0,No
CUST0799,67,Female,Karachi,Basic,4508.0,17,64,3,21,3,3.0,No
CUST0800,24,Male,Karachi,Standard,719.0,44,23,6,20,19,6.0,No
CUST0801,37,Male,Karachi,Premium,4759.0,49,99,7,26,25,8.0,No
CUST0802,36,Female,Quetta,Premium,4943.0,17,44,8,18,4,1.0,Yes
CUST0803,45,Male,Peshawar,Standard,7486.0,21,49,7,15,4,1.0,No
CUST0804,29,Female,Islamabad,Standard,1601.0,28,40,6,16,72,2.0,Yes
CUST0805,61,Female,Quetta,Standard,7498.0,36,21,8,2,33,7.0,Yes
CUST0806,49,Female,Multan,Standard,1003.0,21,4,9,2,46,3.0,Yes
CUST0807,40,Male,Multan,Standard,4007.0,7,45,5,14,7,6.0,No
CUST0808,60,Male,Rawalpindi,Basic,3056.0,42,76,1,30,39,,Yes
CUST0809,25,Female,Islamabad,Basic,3171.0,35,5,7,22,72,7.0,No
CUST0810,50,Female,Faisalabad,Basic,4347.0,45,76,0,11,73,7.0,No
CUST0811,42,Female,Karachi,Standard,6159.0,7,87,3,11,64,8.0,No
CUST0812,69,Female,Islamabad,Premium,3476.0,20,56,3,16,68,2.0,Yes
CUST0813,31,Female,Faisalabad,Basic,5198.0,20,52,3,20,74,2.0,No
CUST0814,24,Female,Faisalabad,Basic,7063.0,37,68,7,14,44,4.0,Yes
CUST0815,68,Male,Faisalabad,Premium,2956.0,52,56,10,18,25,6.0,No
CUST0816,44,Female,Faisalabad,Premium,4212.0,33,86,8,6,80,1.0,Yes
CUST0817,63,Male,Quetta,Basic,7249.0,43,96,7,9,78,9.0,No
CUST0818,67,Female,Lahore,Premium,3484.0,13,60,2,8,87,3.0,Yes
CUST0819,66,Female,Peshawar,Standard,7546.0,21,9,10,7,34,7.0,No
CUST0820,70,Female,Islamabad,Standard,5425.0,44,31,6,8,19,2.0,No
CUST0821,30,Male,Rawalpindi,Standard,4476.0,30,72,6,14,25,1.0,Yes
CUST0822,28,Female,Islamabad,Basic,6968.0,17,36,10,18,82,3.0,Yes
CUST0823,20,Female,Lahore,Basic,7844.0,56,11,5,20,8,5.0,No
CUST0824,44,Female,Karachi,Standard,6432.0,54,18,3,4,64,10.0,No
CUST0825,25,Female,Quetta,Basic,5413.0,16,16,5,11,49,10.0,No
CUST0826,69,Male,Peshawar,Basic,1375.0,10,23,3,9,52,8.0,No
CUST0827,34,Male,Quetta,Premium,6231.0,24,15,5,18,60,7.0,No
CUST0828,61,Male,Faisalabad,Basic,4393.0,24,92,5,27,2,5.0,No
CUST0829,59,Male,Lahore,Premium,6961.0,59,86,3,9,49,9.0,No
CUST0830,37,Female,Karachi,Premium,2436.0,56,57,6,1,32,7.0,Yes
CUST0831,37,Male,Rawalpindi,Standard,7540.0,14,21,7,21,82,6.0,No
CUST0832,44,Male,Faisalabad,Basic,6885.0,53,63,7,24,42,7.0,No
CUST0833,63,Female,Karachi,Basic,2637.0,45,65,1,12,77,7.0,No
CUST0834,64,Female,Quetta,Premium,6742.0,2,7,10,21,80,3.0,Yes
CUST0835,46,Male,Lahore,Standard,5647.0,13,40,5,19,14,2.0,No
CUST0836,28,Male,Islamabad,Premium,3861.0,44,41,7,16,33,3.0,Yes
CUST0837,29,Female,Faisalabad,Basic,3895.0,6,48,2,13,73,7.0,No
CUST0838,32,Male,Lahore,Premium,5513.0,42,81,3,30,59,2.0,No
CUST0839,30,Female,Islamabad,Basic,5562.0,26,55,9,9,11,3.0,No
CUST0840,41,Male,Karachi,Basic,4807.0,46,56,7,27,15,8.0,No
CUST0841,32,Male,Rawalpindi,Standard,6614.0,19,64,6,5,26,7.0,No
CUST0842,56,Male,Faisalabad,Premium,2051.0,44,54,2,14,3,3.0,No
CUST0843,36,Female,Rawalpindi,Premium,7932.0,29,32,5,19,10,,No
CUST0844,18,Female,Islamabad,Standard,3756.0,45,88,3,23,90,7.0,No
CUST0845,45,Female,Karachi,Basic,981.0,36,7,5,30,60,4.0,Yes
CUST0846,40,Male,Lahore,Standard,5576.0,33,49,4,13,16,6.0,No
CUST0847,53,Male,Islamabad,Standard,4626.0,11,64,5,29,16,8.0,No
CUST0848,23,Female,Peshawar,Basic,1457.0,17,41,0,5,35,8.0,No
CUST0849,65,Female,Peshawar,Standard,7683.0,58,34,9,27,66,5.0,No
CUST0850,38,Female,Islamabad,Standard,4524.0,48,98,2,18,6,8.0,No
CUST0851,30,Male,Lahore,Basic,793.0,12,61,4,6,55,8.0,No
CUST0852,25,Female,Lahore,Standard,6308.0,23,72,7,15,14,8.0,No
CUST0853,64,Male,Karachi,Standard,2168.0,6,37,2,27,65,3.0,Yes
CUST0854,70,Female,Rawalpindi,Premium,4809.0,1,99,9,6,9,7.0,No
CUST0855,33,Female,Karachi,Standard,2828.0,2,88,10,4,47,7.0,Yes
CUST0856,55,Male,Multan,Basic,1164.0,2,59,10,16,80,8.0,Yes
CUST0857,35,Male,Multan,Basic,5598.0,42,58,5,24,16,10.0,No
CUST0858,31,Male,Faisalabad,Standard,954.0,52,96,1,18,48,10.0,No
CUST0859,23,Female,Faisalabad,Basic,6815.0,16,52,1,1,20,4.0,No
CUST0860,42,Female,Faisalabad,Premium,5858.0,49,20,1,10,55,8.0,No
CUST0861,65,Female,Islamabad,Standard,1287.0,43,48,8,7,57,8.0,No
CUST0862,42,Female,Faisalabad,Premium,3965.0,39,12,6,26,78,6.0,No
CUST0863,29,Female,Peshawar,Basic,4705.0,3,44,7,22,82,4.0,Yes
CUST0864,61,Male,Quetta,Premium,5802.0,41,68,1,10,55,,No
CUST0865,23,Female,Faisalabad,Basic,6105.0,9,39,3,17,37,7.0,No
CUST0866,54,Male,Karachi,Basic,1381.0,33,66,6,14,59,2.0,Yes
CUST0867,60,Female,Multan,Standard,1169.0,38,99,8,1,84,2.0,Yes
CUST0868,47,Male,Islamabad,Standard,1182.0,3,54,4,11,58,10.0,No
CUST0869,66,Female,Faisalabad,Standard,7638.0,59,24,3,6,77,2.0,No
CUST0870,34,Male,Peshawar,Premium,547.0,2,51,1,1,83,3.0,Yes
CUST0871,48,Female,Peshawar,Premium,5430.0,48,93,7,10,78,10.0,No
CUST0872,41,Female,Faisalabad,Basic,1606.0,9,2,3,4,89,1.0,Yes
CUST0873,30,Male,Rawalpindi,Standard,1689.0,42,84,3,14,24,9.0,No
CUST0874,23,Female,Quetta,Basic,3956.0,31,3,1,6,89,3.0,Yes
CUST0875,46,Female,Quetta,Basic,4182.0,56,75,3,7,72,5.0,No
CUST0876,43,Male,Multan,Basic,5664.0,7,92,6,14,74,8.0,No
CUST0877,56,Female,Lahore,Standard,4482.0,26,66,9,24,86,10.0,No
CUST0878,70,Female,Rawalpindi,Premium,4827.0,4,3,6,19,70,6.0,Yes
CUST0879,22,Female,Peshawar,Standard,4553.0,8,80,10,12,89,8.0,No
CUST0880,45,Male,Islamabad,Standard,2074.0,47,61,5,15,64,4.0,Yes
CUST0881,32,Female,Quetta,Basic,2903.0,57,93,6,14,60,6.0,No
CUST0882,69,Male,Rawalpindi,Standard,6637.0,45,12,10,16,22,3.0,No
CUST0883,30,Male,Quetta,Basic,3907.0,51,64,4,8,71,4.0,Yes
CUST0884,21,Male,Multan,Standard,6045.0,23,21,2,27,4,9.0,No
CUST0885,69,Male,Multan,Standard,5559.0,8,30,1,18,62,4.0,No
CUST0886,34,Female,Multan,Basic,7690.0,50,72,4,29,88,3.0,No
CUST0887,50,Male,Lahore,Standard,4244.0,52,97,1,4,78,10.0,No
CUST0888,68,Male,Lahore,Premium,1868.0,7,81,1,28,46,4.0,Yes
CUST0889,28,Female,Quetta,Premium,6501.0,32,13,2,21,42,6.0,No
CUST0890,70,Male,Karachi,Basic,3905.0,29,99,0,8,43,8.0,No
CUST0891,36,Male,Karachi,Standard,6358.0,24,97,6,12,19,4.0,No
CUST0892,66,Female,Rawalpindi,Basic,4012.0,52,53,6,29,66,8.0,No
CUST0893,68,Female,Lahore,Standard,6809.0,10,2,8,3,43,2.0,Yes
CUST0894,38,Female,Islamabad,Standard,3721.0,4,98,0,22,73,3.0,Yes
CUST0895,21,Female,Peshawar,Standard,6077.0,57,90,8,28,40,5.0,No
CUST0896,40,Male,Faisalabad,Premium,1703.0,40,90,6,15,69,4.0,Yes
CUST0897,57,Female,Multan,Premium,6852.0,26,26,4,3,68,1.0,Yes
CUST0898,39,Female,Islamabad,Premium,2825.0,35,28,1,17,39,9.0,No
CUST0899,51,Female,Islamabad,Basic,7793.0,2,70,9,9,38,4.0,Yes
CUST0900,64,Female,Karachi,Premium,7394.0,4,48,4,21,45,9.0,No
CUST0901,25,Male,Karachi,Standard,5189.0,20,95,0,15,30,6.0,No
CUST0902,69,Male,Multan,Standard,5963.0,19,92,9,22,48,3.0,Yes
CUST0903,51,Male,Karachi,Standard,5270.0,34,25,5,15,18,2.0,No
CUST0904,63,Female,Peshawar,Basic,1009.0,6,55,2,16,57,4.0,Yes
CUST0905,22,Female,Peshawar,Premium,4751.0,36,100,6,28,74,5.0,No
CUST0906,49,Female,Quetta,Premium,,60,94,6,27,18,3.0,Yes
CUST0907,50,Male,Quetta,Premium,1559.0,30,91,8,28,15,9.0,No
CUST0908,62,Male,Quetta,Standard,,3,21,8,12,77,2.0,Yes
CUST0909,44,Male,Karachi,Standard,2872.0,37,6,8,5,47,2.0,Yes
CUST0910,37,Female,Faisalabad,Standard,729.0,32,19,2,26,53,10.0,No
CUST0911,21,Female,Faisalabad,Basic,7210.0,12,95,7,1,70,2.0,Yes
CUST0912,40,Male,Lahore,Standard,5194.0,31,40,9,15,48,6.0,No
CUST0913,48,Male,Islamabad,Premium,4275.0,41,98,7,22,19,8.0,No
CUST0914,64,Female,Karachi,Premium,5608.0,43,53,6,8,43,7.0,No
CUST0915,52,Male,Quetta,Premium,5791.0,18,12,2,23,73,1.0,No
CUST0916,58,Female,Karachi,Premium,1197.0,36,25,9,18,6,10.0,No
CUST0917,54,Male,Quetta,Premium,652.0,58,16,10,30,23,9.0,No
CUST0918,19,Female,Rawalpindi,Basic,6280.0,54,75,7,3,77,9.0,Yes
CUST0919,38,Female,Lahore,Standard,690.0,56,44,6,6,3,7.0,No
CUST0920,51,Female,Peshawar,Standard,1439.0,6,13,8,6,18,5.0,No
CUST0921,29,Female,Karachi,Basic,3836.0,20,87,2,2,41,10.0,No
CUST0922,29,Male,Lahore,Standard,1308.0,25,41,2,14,33,6.0,No
CUST0923,42,Male,Lahore,Basic,6661.0,16,77,9,8,65,8.0,No
CUST0924,66,Female,Karachi,Standard,3107.0,4,60,8,14,61,2.0,Yes
CUST0925,19,Female,Rawalpindi,Basic,5038.0,18,76,10,4,71,4.0,Yes
CUST0926,59,Male,Faisalabad,Premium,4153.0,27,11,10,17,18,4.0,Yes
CUST0927,41,Male,Rawalpindi,Premium,7966.0,28,72,7,2,59,1.0,Yes
CUST0928,57,Female,Islamabad,Basic,4450.0,4,35,9,9,44,7.0,Yes
CUST0929,58,Male,Faisalabad,Basic,6555.0,11,69,9,3,11,5.0,No
CUST0930,43,Male,Islamabad,Premium,2789.0,36,56,3,20,40,9.0,No
CUST0931,61,Female,Faisalabad,Premium,2736.0,29,32,10,11,26,6.0,No
CUST0932,47,Female,Lahore,Premium,5795.0,9,1,9,16,1,1.0,No
CUST0933,61,Male,Peshawar,Premium,6205.0,58,91,7,25,68,7.0,No
CUST0934,23,Male,Lahore,Premium,6007.0,29,16,5,27,76,7.0,No
CUST0935,40,Female,Islamabad,Premium,1522.0,1,60,5,30,56,4.0,Yes
CUST0936,18,Male,Lahore,Standard,6309.0,44,46,3,3,80,10.0,No
CUST0937,37,Male,Rawalpindi,Standard,801.0,24,36,7,29,26,10.0,No
CUST0938,18,Male,Peshawar,Basic,2772.0,56,73,8,16,70,3.0,Yes
CUST0939,30,Male,Karachi,Premium,,9,9,2,9,29,,No
CUST0940,51,Female,Rawalpindi,Premium,6176.0,2,87,8,20,87,5.0,No
CUST0941,53,Female,Lahore,Standard,6014.0,42,84,0,28,55,6.0,No
CUST0942,44,Female,Karachi,Premium,4322.0,34,64,5,17,28,1.0,No
CUST0943,21,Female,Peshawar,Premium,3090.0,29,1,6,7,10,6.0,No
CUST0944,54,Male,Rawalpindi,Premium,1109.0,28,32,3,6,39,6.0,No
CUST0945,22,Male,Lahore,Standard,,28,4,9,26,32,6.0,No
CUST0946,33,Male,Quetta,Basic,7319.0,22,7,5,17,9,4.0,No
CUST0947,67,Female,Karachi,Premium,5242.0,29,16,1,2,48,1.0,Yes
CUST0948,38,Male,Islamabad,Basic,7073.0,59,57,0,10,80,10.0,No
CUST0949,45,Male,Karachi,Premium,5081.0,4,7,4,28,51,7.0,No
CUST0950,24,Female,Rawalpindi,Premium,5904.0,51,80,0,15,59,7.0,No
CUST0951,68,Female,Karachi,Standard,6035.0,42,4,7,17,75,6.0,No
CUST0952,30,Male,Karachi,Basic,6343.0,39,9,9,26,73,4.0,Yes
CUST0953,26,Female,Multan,Standard,6436.0,31,80,7,6,17,4.0,No
CUST0954,69,Male,Lahore,Basic,5288.0,20,56,8,21,39,6.0,No
CUST0955,55,Male,Islamabad,Standard,5442.0,20,44,4,12,66,1.0,No
CUST0956,55,Male,Lahore,Basic,7210.0,33,72,0,14,25,6.0,No
CUST0957,30,Male,Karachi,Standard,5971.0,13,61,7,20,74,6.0,No
CUST0958,54,Female,Faisalabad,Standard,1829.0,22,14,7,29,63,1.0,Yes
CUST0959,32,Male,Rawalpindi,Premium,4321.0,15,80,3,8,42,8.0,No
CUST0960,69,Female,Rawalpindi,Standard,7267.0,12,1,5,1,45,2.0,Yes
CUST0961,19,Male,Islamabad,Standard,2092.0,29,81,9,30,5,6.0,No
CUST0962,19,Male,Rawalpindi,Standard,2293.0,12,34,2,11,31,9.0,No
CUST0963,29,Male,Lahore,Basic,2644.0,54,13,0,27,48,3.0,Yes
CUST0964,59,Male,Multan,Basic,4237.0,20,31,5,26,84,6.0,No
CUST0965,28,Female,Karachi,Basic,,10,17,3,7,48,9.0,No
CUST0966,62,Female,Multan,Premium,5711.0,28,32,0,25,75,10.0,No
CUST0967,30,Female,Islamabad,Standard,936.0,16,81,4,28,65,3.0,Yes
CUST0968,55,Female,Rawalpindi,Premium,6927.0,6,61,10,20,21,2.0,Yes
CUST0969,50,Female,Multan,Standard,4303.0,34,23,5,23,67,6.0,No
CUST0970,62,Female,Quetta,Standard,5261.0,18,52,10,30,83,,No
CUST0971,20,Male,Rawalpindi,Basic,7571.0,29,31,6,7,54,5.0,No
CUST0972,42,Male,Multan,Standard,1194.0,36,18,1,10,66,8.0,No
CUST0973,40,Male,Lahore,Standard,5588.0,33,44,6,15,55,8.0,No
CUST0974,44,Female,Quetta,Standard,3632.0,18,4,2,15,33,4.0,Yes
CUST0975,59,Male,Multan,Basic,7402.0,19,65,8,18,35,2.0,Yes
CUST0976,32,Male,Karachi,Basic,813.0,24,70,3,11,86,4.0,Yes
CUST0977,39,Female,Faisalabad,Premium,6795.0,53,88,4,7,17,10.0,No
CUST0978,66,Female,Lahore,Standard,7236.0,19,45,6,13,83,10.0,No
CUST0979,18,Female,Islamabad,Standard,2358.0,15,93,3,16,66,4.0,Yes
CUST0980,55,Female,Quetta,Standard,1203.0,51,41,3,14,26,7.0,No
CUST0981,46,Female,Lahore,Standard,5230.0,9,17,4,24,63,1.0,No
CUST0982,69,Female,Multan,Basic,3987.0,27,88,6,25,38,9.0,No
CUST0983,38,Male,Lahore,Basic,3205.0,10,73,10,26,77,10.0,No
CUST0984,54,Female,Peshawar,Basic,1021.0,26,69,6,7,13,8.0,No
CUST0985,39,Female,Faisalabad,Basic,1354.0,11,87,8,6,88,1.0,Yes
CUST0986,56,Female,Lahore,Basic,1069.0,13,50,4,7,37,4.0,Yes
